id;search_type;search_query;search_parameters;agency_id;provider_id;frequency;last_run_at;next_run_at;is_active;priority;results_count;total_runs;successful_runs;failed_runs;last_error;tags;notes;created_at;updated_at;created_by
2b8692f0-46c5-46dd-a86c-51e32946c4c8;provider;"""Transdev Services Inc."" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""contract-operator""}";;c49e4985-d51b-416d-b8e9-7219ee38f74f;weekly;;2025-11-20 01:35:01.739149+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Transdev Services Inc.;2025-11-20 01:35:01.739149+00;2025-11-20 01:35:01.739149+00;2babc540-acbb-4012-a198-971125628657
3fd97a28-0548-48ea-a52f-31b4377f7439;provider;"""MOOver"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""service""}";;75bdfe2a-3afa-44c0-9ad2-64f00b5a824e;weekly;;2025-11-20 04:39:08.413698+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for MOOver;2025-11-20 04:39:08.413698+00;2025-11-20 04:39:08.413698+00;2babc540-acbb-4012-a198-971125628657
31d20427-6608-489c-9e4b-6d143876a827;provider;"""Watson Consulting Group"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""service""}";;df6a4e83-f93f-4334-9be2-c080ce59a550;weekly;;2025-11-20 04:39:08.618764+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Watson Consulting Group;2025-11-20 04:39:08.618764+00;2025-11-20 04:39:08.618764+00;2babc540-acbb-4012-a198-971125628657
abbed4c1-14fa-46dc-b963-cd6f333513a1;provider;"""SEVT"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""service""}";;00ead1a6-bfc5-4b1f-90dc-973cb1f06553;weekly;;2025-11-20 04:39:08.843978+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for SEVT;2025-11-20 04:39:08.843978+00;2025-11-20 04:39:08.843978+00;2babc540-acbb-4012-a198-971125628657
798048bf-03fd-44c4-a6ea-e4e30381935c;provider;"""Via Transportation"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""technology/service""}";;f342d2c6-0743-4cb5-895a-4b5523000c8f;weekly;;2025-11-20 04:39:09.06061+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Via Transportation;2025-11-20 04:39:09.06061+00;2025-11-20 04:39:09.06061+00;2babc540-acbb-4012-a198-971125628657
32158c01-f303-40c5-bf13-baa2a1f38945;provider;"""TransLoc"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""technology""}";;6bf009a7-0ca6-4c0e-974e-b49f29d520ab;weekly;;2025-11-20 04:39:09.302237+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for TransLoc;2025-11-20 04:39:09.302237+00;2025-11-20 04:39:09.302237+00;2babc540-acbb-4012-a198-971125628657
40091af5-cb9e-4571-bbfb-67fe1892da02;provider;"""Spare Labs"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""technology""}";;f7c86ffd-2330-454e-aaea-db1507d2e387;weekly;;2025-11-20 04:39:09.531408+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Spare Labs;2025-11-20 04:39:09.531408+00;2025-11-20 04:39:09.531408+00;2babc540-acbb-4012-a198-971125628657
b1062868-b28f-4495-a5cd-e3625cbf0477;provider;"""Transdev (U.S. Operations)"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""service""}";;91ace16b-7584-4446-822c-b15e748083ba;weekly;;2025-11-20 04:39:09.754114+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Transdev (U.S. Operations);2025-11-20 04:39:09.754114+00;2025-11-20 04:39:09.754114+00;2babc540-acbb-4012-a198-971125628657
bb88f104-2c90-488e-8d6b-b2f43e5948c4;provider;"""Autocab"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""technology""}";;8e310c8b-37e4-4694-8d4d-2a3f043bcc51;weekly;;2025-11-20 04:39:09.960052+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Autocab;2025-11-20 04:39:09.960052+00;2025-11-20 04:39:09.960052+00;2babc540-acbb-4012-a198-971125628657
6b1ce6c2-ab4a-483f-bb86-b9168716ba5a;provider;"""zTrip"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""service""}";;4403a77f-f25f-46e0-8c0b-2a483dae6da6;weekly;;2025-11-20 04:39:10.161378+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for zTrip;2025-11-20 04:39:10.161378+00;2025-11-20 04:39:10.161378+00;2babc540-acbb-4012-a198-971125628657
5c0f3e7d-c83e-4c4c-ab31-9c49cc9e91c6;provider;"""ModivCare"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""service""}";;78eaa356-7762-4623-b1a1-6a457ad45448;weekly;;2025-11-20 01:34:59.150383+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for ModivCare;2025-11-20 01:34:59.150383+00;2025-11-20 01:34:59.150383+00;2babc540-acbb-4012-a198-971125628657
4772aaaf-a3e9-403f-8285-308dee4081fa;provider;"""Ryde"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;f1093e19-eedf-48ba-9837-ebdb1a52ac8f;weekly;;2025-11-20 01:34:59.864147+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Ryde;2025-11-20 01:34:59.864147+00;2025-11-20 01:34:59.864147+00;2babc540-acbb-4012-a198-971125628657
1eb1bc3d-0e84-4e93-b1e9-e7b8b90848a9;provider;"""Curb"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;f2aa018c-d261-431f-9384-3262ea7d14f6;weekly;;2025-11-20 01:35:00.583206+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Curb;2025-11-20 01:35:00.583206+00;2025-11-20 01:35:00.583206+00;2babc540-acbb-4012-a198-971125628657
dd632155-8979-436b-b368-6f86db6ed8c4;provider;"""Bambi"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;4a029a58-2eea-46b3-9376-8d2d0e2f18e9;weekly;;2025-11-20 01:35:01.293394+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Bambi;2025-11-20 01:35:01.293394+00;2025-11-20 01:35:01.293394+00;2babc540-acbb-4012-a198-971125628657
777d631e-1087-40b6-940b-38e80dae6441;provider;"""Passio"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;bc285ba3-8b0b-4e28-9df1-9bb8b88ae4ab;weekly;;2025-11-20 01:35:02.229015+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Passio;2025-11-20 01:35:02.229015+00;2025-11-20 01:35:02.229015+00;2babc540-acbb-4012-a198-971125628657
107e8d39-383e-43a7-a4c9-12734121f141;provider;"""TripMaster"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;f1081c15-ccc8-46cc-bed4-c05b25681ca3;weekly;;2025-11-20 01:35:02.604336+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for TripMaster;2025-11-20 01:35:02.604336+00;2025-11-20 01:35:02.604336+00;2babc540-acbb-4012-a198-971125628657
70dcb345-d8d4-43dc-b29f-7b7e5499a3b3;provider;"""MJM Innovations"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;39b65c07-e937-4cca-ab93-c4a69529ec1a;weekly;;2025-11-20 01:35:02.845832+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for MJM Innovations;2025-11-20 01:35:02.845832+00;2025-11-20 01:35:02.845832+00;2babc540-acbb-4012-a198-971125628657
3ad5bb19-dda1-4520-9295-a33e69a393d0;provider;"""FASTER Asset Solutions"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;9b2b1ab0-1996-42eb-af12-37117ba84453;weekly;;2025-11-20 01:35:03.07944+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for FASTER Asset Solutions;2025-11-20 01:35:03.07944+00;2025-11-20 01:35:03.07944+00;2babc540-acbb-4012-a198-971125628657
21cabde5-8cf1-4814-a039-03a855d7763e;provider;"""TripShot"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;d2e1db37-6a67-42cf-9624-366642ec9aec;weekly;;2025-11-20 01:35:03.362821+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for TripShot;2025-11-20 01:35:03.362821+00;2025-11-20 01:35:03.362821+00;2babc540-acbb-4012-a198-971125628657
ec6500e8-7375-47c2-9016-8fe740cc511f;provider;"""ByteCurve/BusHive"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;1f3c7f1c-07c0-4419-8e47-2fbf83fbf94a;weekly;;2025-11-20 01:35:03.599556+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for ByteCurve/BusHive;2025-11-20 01:35:03.599556+00;2025-11-20 01:35:03.599556+00;2babc540-acbb-4012-a198-971125628657
690433c0-567d-40b9-9dd8-03b8fd8e23be;provider;"""Perrone Robotics"" transit (contract OR partnership OR agreement OR service)";"{""date_range"":""past_month"",""provider_type"":""other""}";;ccfd21be-b7de-4cb1-a063-e7b8ba2a4a3e;weekly;;2025-11-20 01:35:03.834095+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Perrone Robotics;2025-11-20 01:35:03.834095+00;2025-11-20 01:35:03.834095+00;2babc540-acbb-4012-a198-971125628657
68e34da2-ee54-4749-9ed5-cc31b29f108a;vertical;"(""electric bus"" OR ""zero emission"" OR ""battery electric"") transit (procurement OR deployment OR contract)";"{""date_range"":""past_week"",""vertical"":""Electric Buses""}";;;daily;;2025-11-20 01:35:04.071507+00;true;high;0;0;0;0;;"[""vertical"",""electric-buses""]";Electric Buses industry tracking;2025-11-20 01:35:04.071507+00;2025-11-20 01:35:04.071507+00;2babc540-acbb-4012-a198-971125628657
ae9c18f9-fbce-4e3d-b676-21dcb6471c64;vertical;microtransit (launch OR expand OR contract OR RFP);"{""date_range"":""past_week"",""vertical"":""Microtransit""}";;;daily;;2025-11-20 01:35:04.31248+00;true;high;0;0;0;0;;"[""vertical"",""microtransit""]";Microtransit industry tracking;2025-11-20 01:35:04.31248+00;2025-11-20 01:35:04.31248+00;2babc540-acbb-4012-a198-971125628657
e6444afd-f90f-4eeb-aaa2-951e143d0c81;vertical;paratransit (service OR contract OR RFP OR accessibility);"{""date_range"":""past_week"",""vertical"":""Paratransit""}";;;daily;;2025-11-20 01:35:04.555298+00;true;medium;0;0;0;0;;"[""vertical"",""paratransit""]";Paratransit industry tracking;2025-11-20 01:35:04.555298+00;2025-11-20 01:35:04.555298+00;2babc540-acbb-4012-a198-971125628657
f1b030c0-d731-46bb-805b-abc9c2883b1b;vertical;(rail OR metro OR subway) (modernization OR upgrade OR infrastructure OR funding);"{""date_range"":""past_week"",""vertical"":""Rail Modernization""}";;;daily;;2025-11-20 01:35:04.796535+00;true;medium;0;0;0;0;;"[""vertical"",""rail-modernization""]";Rail Modernization industry tracking;2025-11-20 01:35:04.796535+00;2025-11-20 01:35:04.796535+00;2babc540-acbb-4012-a198-971125628657
76c33c48-daed-418f-b8b6-07d375c5be7c;vertical;"(autonomous OR ""self-driving"") (transit OR shuttle) (pilot OR deployment OR contract)";"{""date_range"":""past_week"",""vertical"":""Autonomous Vehicles""}";;;daily;;2025-11-20 01:35:05.031736+00;true;high;0;0;0;0;;"[""vertical"",""autonomous-vehicles""]";Autonomous Vehicles industry tracking;2025-11-20 01:35:05.031736+00;2025-11-20 01:35:05.031736+00;2babc540-acbb-4012-a198-971125628657
fe330f17-693e-4155-b2d2-e1ff3410165e;vertical;"(""fare collection"" OR ""contactless payment"" OR ""mobile ticketing"") transit (deployment OR upgrade OR RFP)";"{""date_range"":""past_week"",""vertical"":""Fare Collection""}";;;daily;;2025-11-20 01:35:05.273294+00;true;medium;0;0;0;0;;"[""vertical"",""fare-collection""]";Fare Collection industry tracking;2025-11-20 01:35:05.273294+00;2025-11-20 01:35:05.273294+00;2babc540-acbb-4012-a198-971125628657
75f77798-1838-4ff7-8fb9-92d2e33faf8d;vertical;"(""real-time"" OR ""passenger information"") transit (system OR deployment OR contract)";"{""date_range"":""past_week"",""vertical"":""Real-Time Information""}";;;daily;;2025-11-20 01:35:05.513095+00;true;low;0;0;0;0;;"[""vertical"",""real-time-information""]";Real-Time Information industry tracking;2025-11-20 01:35:05.513095+00;2025-11-20 01:35:05.513095+00;2babc540-acbb-4012-a198-971125628657
ebc66978-400e-480d-9619-5884a1b2da4f;rfp;"transit (RFP OR ""request for proposals"") bus";"{""date_range"":""past_week"",""document_types"":[""rfp"",""rfq"",""bid""]}";;;daily;;2025-11-20 01:35:05.747196+00;true;critical;0;0;0;0;;"[""rfp"",""bus-service""]";High-priority RFP tracking;2025-11-20 01:35:05.747196+00;2025-11-20 01:35:05.747196+00;2babc540-acbb-4012-a198-971125628657
583a9d39-0fe9-4c31-b7c4-4389beeb9a6a;rfp;"transit (RFP OR ""request for proposals"") (""maintenance services"" OR ""vehicle maintenance"")";"{""date_range"":""past_week"",""document_types"":[""rfp"",""rfq"",""bid""]}";;;daily;;2025-11-20 01:35:06.001417+00;true;critical;0;0;0;0;;"[""rfp"",""maintenance""]";High-priority RFP tracking;2025-11-20 01:35:06.001417+00;2025-11-20 01:35:06.001417+00;2babc540-acbb-4012-a198-971125628657
7402d7d1-1508-42d0-b4a4-0e3b5958bd72;rfp;"transit (RFP OR ""request for proposals"") (""software"" OR ""technology"" OR ""IT"")";"{""date_range"":""past_week"",""document_types"":[""rfp"",""rfq"",""bid""]}";;;daily;;2025-11-20 01:35:06.23399+00;true;critical;0;0;0;0;;"[""rfp"",""technology""]";High-priority RFP tracking;2025-11-20 01:35:06.23399+00;2025-11-20 01:35:06.23399+00;2babc540-acbb-4012-a198-971125628657
c5523e4c-4716-4b67-b9f9-2ef9235aa513;rfp;"transit (RFP OR ""request for proposals"") consulting";"{""date_range"":""past_week"",""document_types"":[""rfp"",""rfq"",""bid""]}";;;daily;;2025-11-20 01:35:06.46975+00;true;critical;0;0;0;0;;"[""rfp"",""consulting""]";High-priority RFP tracking;2025-11-20 01:35:06.46975+00;2025-11-20 01:35:06.46975+00;2babc540-acbb-4012-a198-971125628657
ffd836f6-667b-4169-a34a-a3b15010c38d;agency;"""MTA New York City Transit"" transit news OR announcement OR contract";"{""date_range"":""past_month"",""location"":""Brooklyn, NY""}";df7a0939-59f0-4af3-b73a-9c7e311c3875;;daily;2025-11-20 03:53:50.345008+00;2025-11-21 03:53:50.345008+00;true;medium;10;1;1;0;;"[""agency-news"",""general""]";General news for MTA New York City Transit;2025-11-20 01:34:07.20468+00;2025-11-20 03:53:50.345008+00;2babc540-acbb-4012-a198-971125628657
d4e32134-ad9b-44bb-8db4-ad595ae6fa22;agency;"""MTA New York City Transit"" (RFP OR ""request for proposals"" OR ""contract award"" OR procurement)";"{""date_range"":""past_week"",""location"":""Brooklyn, NY""}";df7a0939-59f0-4af3-b73a-9c7e311c3875;;daily;2025-11-20 03:53:54.355763+00;2025-11-21 03:53:54.355763+00;true;high;10;1;1;0;;"[""rfp"",""procurement"",""contract""]";RFP and contract tracking for MTA New York City Transit;2025-11-20 01:34:07.526748+00;2025-11-20 03:53:54.355763+00;2babc540-acbb-4012-a198-971125628657
1ea1b9f8-6203-4812-a25b-7b0f0c6ffbfc;provider;"""ModivCare"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""service""}";;78eaa356-7762-4623-b1a1-6a457ad45448;weekly;;2025-11-20 04:39:10.389001+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for ModivCare;2025-11-20 04:39:10.389001+00;2025-11-20 04:39:10.389001+00;2babc540-acbb-4012-a198-971125628657
5c07aa5e-f7a8-4586-af09-bbef05c2f416;agency;"""MTA New York City Transit"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (news OR announcement OR contract) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_week"",""location"":""Brooklyn, NY""}";df7a0939-59f0-4af3-b73a-9c7e311c3875;;daily;;2025-11-20 04:38:22.517777+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";General news for MTA New York City Transit;2025-11-20 04:38:22.517777+00;2025-11-20 04:38:22.776784+00;2babc540-acbb-4012-a198-971125628657
0bbc6831-34ea-4cc9-9192-34226d08f500;provider;"""MTM Transit"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""service""}";;5ca20a80-26b7-4502-bd6a-ba9bf726eb1f;weekly;;2025-11-20 04:39:10.611101+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for MTM Transit;2025-11-20 04:39:10.611101+00;2025-11-20 04:39:10.611101+00;2babc540-acbb-4012-a198-971125628657
7731c3cb-4030-472b-b589-874176d71262;agency;"""New Jersey Transit Corporation"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (news OR announcement OR contract) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_week"",""location"":""Newark, NJ""}";2fc17da0-277a-42f8-b519-ae3cd8039e11;;daily;;2025-11-20 04:38:22.991113+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";General news for New Jersey Transit Corporation;2025-11-20 04:38:22.991113+00;2025-11-20 04:38:23.213395+00;2babc540-acbb-4012-a198-971125628657
e353d52f-eae0-4bd4-b508-84151982a301;provider;"""Evolve Houston"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""other""}";;4376e93d-92f3-4fdf-89de-4f344b89d6de;weekly;;2025-11-20 04:39:10.82774+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Evolve Houston;2025-11-20 04:39:10.82774+00;2025-11-20 04:39:10.82774+00;2babc540-acbb-4012-a198-971125628657
1a3b7ca2-d1b5-4901-bfdb-1288b6324a50;agency;"""Washington Metro"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (news OR announcement OR contract) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_week"",""location"":""Washington, DC""}";dc154c04-c116-4a1e-a370-ade4c0d29aaa;;daily;;2025-11-20 04:38:23.449904+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";General news for Washington Metro;2025-11-20 04:38:23.449904+00;2025-11-20 04:38:23.677771+00;2babc540-acbb-4012-a198-971125628657
baa246b2-a1ac-4ed1-a08b-c2f0d017f348;provider;"""Ryde"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""other""}";;f1093e19-eedf-48ba-9837-ebdb1a52ac8f;weekly;;2025-11-20 04:39:11.035421+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Ryde;2025-11-20 04:39:11.035421+00;2025-11-20 04:39:11.035421+00;2babc540-acbb-4012-a198-971125628657
046b5ac2-7fd2-4098-b910-255e2ef500c3;agency;"""Metro"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (news OR announcement OR contract) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_week"",""location"":""Los Angeles, CA""}";5b3dd96c-aa8e-453b-8aea-1f3c8c9c5a8a;;daily;;2025-11-20 04:38:23.891809+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";General news for Metro;2025-11-20 04:38:23.891809+00;2025-11-20 04:38:24.118215+00;2babc540-acbb-4012-a198-971125628657
706c7e37-0983-4335-b2ed-7274357717fb;provider;"""Downtowner Holdings LLC"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""contract-operator""}";;c7f04106-ad28-41f8-807e-80a9545be6d5;weekly;;2025-11-20 04:39:11.243198+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Downtowner Holdings LLC;2025-11-20 04:39:11.243198+00;2025-11-20 04:39:11.243198+00;2babc540-acbb-4012-a198-971125628657
db6f0321-79e2-45b9-b8bf-9c0abdb1ae5f;agency;"""Chicago Transit Authority"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (news OR announcement OR contract) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_week"",""location"":""Chicago, IL""}";6b22499d-50ea-467f-bc47-f41c85f23965;;daily;;2025-11-20 04:38:24.356988+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";General news for Chicago Transit Authority;2025-11-20 04:38:24.356988+00;2025-11-20 04:38:24.567009+00;2babc540-acbb-4012-a198-971125628657
c5c6cb90-09a7-4ecd-a27f-b419e01900a8;provider;"""Catawba College"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""other""}";;d5676641-9caa-4674-b829-e51b524ecf39;weekly;;2025-11-20 04:39:11.445557+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Catawba College;2025-11-20 04:39:11.445557+00;2025-11-20 04:39:11.445557+00;2babc540-acbb-4012-a198-971125628657
1cc8bb77-7c58-440f-9472-6e80077dcbcd;agency;"""King County Metro"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (news OR announcement OR contract) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_week"",""location"":""Seattle, WA""}";26994731-0cbf-402f-831a-955a985b4c70;;daily;;2025-11-20 04:38:24.780656+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";General news for King County Metro;2025-11-20 04:38:24.780656+00;2025-11-20 04:38:24.981432+00;2babc540-acbb-4012-a198-971125628657
ee9322ee-12f6-49ae-bf91-e72403e4d073;provider;"""Curb"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (contract OR partnership OR agreement OR service) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_month"",""provider_type"":""other""}";;f2aa018c-d261-431f-9384-3262ea7d14f6;weekly;;2025-11-20 04:39:11.672061+00;true;medium;0;0;0;0;;"[""provider-news"",""contracts""]";Contract tracking for Curb;2025-11-20 04:39:11.672061+00;2025-11-20 04:39:11.672061+00;2babc540-acbb-4012-a198-971125628657
90692f7e-9c8d-4434-b829-eeb0a59e69fa;agency;"""Massachusetts Bay Transportation Authority"" (bus OR paratransit OR NEMT OR ""fixed-route"" OR ""demand response"" OR ""dial-a-ride"" OR microtransit) (news OR announcement OR contract) NOT (rail OR train OR subway OR metro OR ""light rail"" OR streetcar OR tram OR locomotive OR railcar OR ""commuter rail"")";"{""date_range"":""past_week"",""location"":""Boston, MA""}";08330a81-ea96-4cab-b13d-7275a67feff8;;daily;;2025-11-20 04:38:25.19231+00;true;high;0;0;0;0;;"[""rfp"",""procurement"",""contract""]";General news for Massachusetts Bay Transportation Authority;2025-11-20 04:38:25.19231+00;2025-11-20 04:38:25.407614+00;2babc540-acbb-4012-a198-971125628657
